0:00:21.935384,0:00:43.899390,0:01:04.193476,0:01:25.019393,0:01:48.034569,0:02:09.924343,0:02:30.066875,0:02:51.831666,0:03:12.861216,0:03:34.857132,0:03:55.774460,0:04:18.113187,0:04:40.524590,0:05:01.575428,0:05:23.317372,0:05:44.793368,0:06:06.886930,0:06:27.259211,0:06:50.344731,0:07:11.164311,0:07:34.150222,0:07:54.883987,0:08:17.061009,0:08:39.232010,0:09:00.525327,0:09:23.530993,0:09:45.014921,0:10:07.996017,0:10:29.156250,0:10:51.189612,0:11:11.197578,0:11:32.758118,0:11:54.330823,0:12:16.629795,0:12:38.250924,0:12:59.282799,0:13:20.606442,0:13:41.937427,0:14:03.561974,0:14:24.598781,0:14:48.381083,0:15:10.306677,0:15:32.511475,0:15:53.347234,0:16:15.386864,0:16:37.099932,0:16:58.793275,0:17:22.637584,0:17:44.228262,0:18:06.164374
-1514.367997623252,-1637.1067415478092,-1572.7330785610327,-973.4254070324637,-1512.5380543888255,-1424.6919760656635,-1864.8049447163821,-766.5797531125718,-1783.2922712536813,-1446.0795458377684,-1209.5925520957085,-729.1645995961326,-1107.5476322721624,-631.1160814125859,-632.3192982303926,-533.8526810543234,-134.2822970993123,-132.13675356423207,-129.61433511610898,-375.97340284440844,-2.566364025899311,-256.39316414166024,-1493.925018918295,-117.28075598968874,-1275.3722641108704,-264.288182234048,-124.62500426353358,-419.3810579799683,-125.08118533729547,-232.86583318563058,-128.24516488874139,-230.00331467068492,-235.25514666626023,-125.84265997989519,-228.03361790520194,-126.17760232827136,-125.81128587335809,-124.36779517905549,-117.0140617627092,-3.8191874625659112,-126.83638796355524,-127.58788718003565,-247.16634502306115,-120.00070118078418,-114.94140862709662,-241.99021718424018,-245.72073886755345,-129.2432655415338,-239.42664527252708,-235.47043053940033
0:00:21.566247,0:00:43.262614,0:01:04.641354,0:01:26.593603,0:01:49.551858,0:02:12.287995,0:02:33.756803,0:02:55.246176,0:03:17.077146,0:03:38.007815,0:03:59.869020,0:04:21.850822,0:04:44.108080,0:05:05.625407,0:05:27.713537,0:05:49.414020,0:06:11.248455,0:06:32.626738,0:06:56.536770,0:07:17.652170,0:07:39.618480,0:08:01.575184,0:08:23.005300,0:08:44.638622,0:09:06.164470,0:09:27.864515,0:09:50.385508,0:10:12.982574,0:10:33.913988,0:10:56.388974,0:11:17.604984,0:11:39.311285,0:12:01.120216,0:12:24.412088,0:12:46.698635,0:13:08.230942,0:13:30.764223,0:13:51.309413,0:14:13.945149,0:14:35.305078,0:14:57.877515,0:15:18.339921,0:15:40.875454,0:16:03.110808,0:16:24.912582,0:16:46.661595,0:17:07.906917,0:17:31.585519,0:17:53.301831,0:18:15.326875
-1137.1301161965905,-1232.9919692949513,-1649.0264657235784,-915.0560594550408,-1434.421739243443,-1635.00579621579,-1267.2860317425757,-1429.7143265409718,-1444.665353525048,-1268.7995940645956,-944.9635877620059,-974.2704974533642,-741.3081344414145,-899.0249045038472,-623.095472445868,-377.86252283792237,-125.77087361381352,-1522.7102194294869,-1498.0465884330079,-123.54652637156609,-127.72651191845044,-128.42128759044584,-1494.3031854607032,-123.51731299605115,-222.84219464215408,-233.62417382514263,-245.58588200977314,-122.02161263090785,-127.78366473243635,-1.1985419725486322,-119.60968317071692,-127.25411658813682,-127.66172942050049,-119.58266498488175,-123.17641153976291,-122.52816554030906,-128.98535953202204,-126.59998051086126,-4.85342850414433,-5.31097167495745,-234.64596495059524,-7.296926076521065,-246.14373412185637,-353.0665540410481,-125.62434627518695,-129.61297159772027,-119.87926477063739,-121.20775414661317,-121.51089840729048,-2.4526307330909605
0:00:20.562298,0:00:43.132534,0:01:04.104506,0:01:26.412224,0:01:47.522664,0:02:10.065101,0:02:31.655691,0:02:53.245191,0:03:14.987843,0:03:36.400141,0:03:58.671581,0:04:19.831865,0:04:43.435821,0:05:05.304524,0:05:27.177830,0:05:49.556195,0:06:10.074789,0:06:31.940447,0:06:53.612331,0:07:17.307235,0:07:38.958118,0:08:01.009097,0:08:21.963360,0:08:43.119046,0:09:03.164069,0:09:24.157636,0:09:44.687207,0:10:07.179876,0:10:28.076876,0:10:49.592029,0:11:10.289107,0:11:31.517182,0:11:51.882225,0:12:13.331728,0:12:35.260862,0:12:56.028353,0:13:16.227544,0:13:37.864556,0:13:57.716985,0:14:19.512428,0:14:40.195622,0:15:01.377313,0:15:22.945130,0:15:45.722199,0:16:08.050737,0:16:30.508452,0:16:53.414332,0:17:15.228173,0:17:38.718450,0:18:02.273417
-1453.074950282903,-1661.0553257295487,-1425.1577620458886,-1430.631637445753,-1475.2604297567736,-1494.8588672100095,-1235.7405275986546,-1471.6927356738777,-1267.3535920268896,-1040.7107710722537,-1518.6841891132926,-1114.1405395459838,-780.7943918460438,-1068.4719715286462,-809.7523981628229,-702.7919087357376,-778.2552169290251,-262.54308264041015,-2.5259637397356163,-133.1930415221572,-128.39196433381275,-388.68757136006167,-2.109077484177603,-379.9248634907298,-123.5342120581363,-134.81308278217008,-252.42855532890223,-129.7539934795778,-250.75407388093856,-130.5646596196165,-252.11881272747837,-376.3355500173295,-121.46430608313995,-131.84481700660305,-248.11250765156032,-365.8558968668683,-117.09515082518715,-129.9906748691798,-352.7095614064704,-344.8674084519349,-129.04661580953973,-119.55035925057,-298.2040166958692,-119.62011749436462,-1.1922910152655568,-115.7552592328865,-239.93518797932546,-121.77097604548057,-266.86474802312785,-2.4120910854246334
0:00:20.723265,0:00:42.313019,0:01:03.104283,0:01:24.892460,0:01:45.660929,0:02:08.305646,0:02:29.819606,0:02:53.290675,0:03:15.863129,0:03:37.533683,0:04:00.575080,0:04:22.697180,0:04:45.433879,0:05:06.230217,0:05:29.960426,0:05:50.590981,0:06:12.209104,0:06:32.988010,0:06:54.545791,0:07:14.934369,0:07:37.104345,0:07:57.969969,0:08:20.287578,0:08:41.790698,0:09:02.715687,0:09:24.229768,0:09:45.418904,0:10:07.571179,0:10:28.581005,0:10:51.091441,0:11:13.359151,0:11:35.361699,0:11:56.257693,0:12:18.008077,0:12:39.276173,0:13:00.667074,0:13:22.630374,0:13:45.206850,0:14:07.235438,0:14:27.988508,0:14:49.854637,0:15:10.597054,0:15:33.045762,0:15:54.076061,0:16:15.589013,0:16:37.419090,0:16:58.800009,0:17:19.147159,0:17:40.659866,0:18:01.543072
-1382.9176189703253,-1366.2815217595603,-1229.5118089980313,-1530.7019545976668,-1644.6760703134962,-1552.2706558714322,-1509.6856672001315,-1298.2099717578278,-1139.401073511486,-1154.5936649491262,-901.9042585841933,-1608.5633022251277,-916.6106130822611,-1301.801438785485,-512.2373944485818,-258.6067047094356,-381.8283990523013,-254.67549211422593,-249.1221921260586,-134.03341957140663,-516.7637296706213,-256.49400795748835,-235.7422822711479,-127.61737115037165,-240.50271677764368,-229.82098074551917,-119.46159346012529,-124.798025971549,-352.7562390715797,-504.6929352748538,-127.24690723314508,-231.60138174977024,-222.97129771075458,-119.56279151466015,-1.0984110860212375,-129.17956803015326,-131.3985762792615,-129.38851719507505,-240.93412390474893,-343.9144857742821,-130.12934784660317,-128.49757782967822,-239.69155738891098,-2.757263910319936,-119.08017681783895,-120.7944314278028,-126.54564551196688,-2.7030532087913963,-122.64826636770977,-221.67340488671627
0:00:22.050106,0:00:43.619269,0:01:05.984116,0:01:28.386800,0:01:50.246021,0:02:11.184117,0:02:32.431861,0:02:52.769730,0:03:13.830485,0:03:35.009476,0:03:56.451184,0:04:18.435660,0:04:39.728001,0:05:01.251708,0:05:22.626293,0:05:43.939866,0:06:04.651181,0:06:25.416920,0:06:46.846866,0:07:09.252763,0:07:30.030125,0:07:51.465245,0:08:12.167815,0:08:33.314459,0:08:54.037247,0:09:14.771107,0:09:35.648433,0:09:58.173157,0:10:19.096790,0:10:41.033144,0:11:01.791537,0:11:23.073393,0:11:44.050182,0:12:05.568338,0:12:25.821243,0:12:48.573947,0:13:09.423648,0:13:30.616186,0:13:51.206117,0:14:12.382214,0:14:33.069983,0:14:54.081626,0:15:14.398660,0:15:36.860652,0:15:58.007756,0:16:18.460827,0:16:39.947017,0:17:00.065080,0:17:21.485889,0:17:41.915933
-1587.6591540195705,-1265.0636788868167,-1667.4765879919598,-1205.2600522641085,-1483.4775891788056,-1515.6099639808733,-1316.706386825183,-1345.715490798445,-1505.358504870574,-1307.2070622380315,-1137.3511608110643,-1113.8182383388385,-1244.1864689408158,-1248.5016950246397,-1332.460321475283,-1166.1477570097281,-649.9893282875759,-131.95823012732814,-253.47748826827203,-127.44709594560476,-236.65985435204817,-127.1219651641222,-117.81447618634935,-245.3201154664556,-131.9373086724289,-418.5701298169843,-3.9686424132519473,-3.5206081486621494,-126.789669640832,-232.3721371797543,-2.2856063827359026,-246.55902558613624,-123.98312409665282,-236.40520916949205,-362.48055300064357,-130.88587256382718,-5.906072556033589,-122.35721873502256,-128.5794548000577,-124.80120339517624,-232.16449397304117,-3.7664278426937514,-1.5265311925242695,-344.9179323595293,-243.6401140821473,-241.68342140523677,-119.91925131051627,-123.53578348129399,-384.73696703774596,-131.80485555636332
0:00:21.443694,0:00:44.172520,0:01:05.786445,0:01:26.069872,0:01:47.467075,0:02:07.308375,0:02:28.359766,0:02:48.391768,0:03:09.685568,0:03:31.285072,0:03:52.570877,0:04:12.660906,0:04:33.425571,0:04:53.749717,0:05:14.282358,0:05:34.933612,0:05:54.912019,0:06:15.818487,0:06:37.780843,0:06:59.205679,0:07:19.379503,0:07:40.510952,0:08:00.984681,0:08:22.145451,0:08:42.229111,0:09:03.430846,0:09:25.131927,0:09:46.664543,0:10:07.142430,0:10:28.470120,0:10:48.972908,0:11:10.253810,0:11:30.350214,0:11:51.894450,0:12:12.595504,0:12:34.727650,0:12:55.270889,0:13:16.559197,0:13:37.940068,0:13:59.748925,0:14:19.807648,0:14:41.151872,0:15:01.747862,0:15:24.387848,0:15:45.340702,0:16:07.118375,0:16:27.389954,0:16:49.418452,0:17:10.162460,0:17:31.797421
