0:00:25.577837,0:00:47.531645,0:01:09.653272,0:01:31.905441,0:01:53.101336,0:02:15.398263,0:02:37.627782,0:02:58.670448,0:03:20.667272,0:03:41.847170,0:04:03.964098,0:04:25.848037,0:04:47.400261,0:05:09.538845,0:05:30.640339,0:05:52.523316,0:06:13.735140,0:06:35.398134,0:06:57.213452,0:07:18.136248,0:07:40.073887,0:08:01.086219,0:08:22.795066,0:08:44.267409,0:09:05.614771,0:09:27.522615,0:09:48.565445,0:10:10.380986,0:10:31.891035,0:10:53.796373,0:11:15.764190,0:11:36.871053,0:11:58.763904,0:12:19.698270,0:12:41.476033,0:13:03.377244,0:13:24.595118,0:13:46.491425,0:14:07.333160,0:14:29.224036,0:14:50.758124,0:15:12.242781,0:15:34.272815,0:15:55.248165,0:16:17.100142,0:16:38.146206,0:16:59.891445,0:17:21.760192,0:17:42.796091,0:18:04.649973
-1336.974019368823,-1532.7185268591013,-1179.3255332323258,-1501.5579627836837,-1566.1329262540837,-1427.4926810251516,-1392.253969061821,-1264.2320481142435,-1265.9938038597281,-1536.9908008261928,-994.835679984114,-1121.6887205918495,-3.9003045655993347,-1218.639363990871,-1223.9438589815636,-251.90016973254004,-915.9750888363111,-919.5331335309525,-778.7520366736449,-639.1312017138979,-691.6481575687244,-589.6333752238583,-371.84724597852676,-495.7602638612754,-380.4903312608717,-502.13829694712757,-505.2563855971353,-269.6333854920884,-379.02176900600057,-124.2227961307951,-9.535123249708908,-272.8482670506623,-270.96227933902264,-249.48289516825423,-131.89351241356,-5.407021007030694,-373.15039729302157,-119.32116394672187,-233.7342132543365,-3.867100782196197,-236.64199538191002,-137.2265364749957,-143.5381102015779,-148.69919069036857,-383.8847002920642,-564.9696413898444,-759.7252912597114,-528.2260221769296,-272.0512522649592,-10.269739300730004
0:00:21.014552,0:00:42.867241,0:01:04.519495,0:01:25.809415,0:01:47.727872,0:02:08.867868,0:02:31.054808,0:02:52.515716,0:03:14.182992,0:03:36.441833,0:03:57.888960,0:04:20.320018,0:04:42.431224,0:05:04.106870,0:05:26.168940,0:05:47.301603,0:06:09.383318,0:06:31.067636,0:06:52.443246,0:07:14.542811,0:07:35.631579,0:07:57.588507,0:08:19.237852,0:08:40.927499,0:09:03.012897,0:09:24.550611,0:09:46.837120,0:10:09.266992,0:10:30.853254,0:10:53.317672,0:11:15.060864,0:11:36.857687,0:11:58.768958,0:12:20.007927,0:12:42.400137,0:13:03.946362,0:13:25.432322,0:13:47.193174,0:14:08.351213,0:14:29.960377,0:14:50.774096,0:15:12.197511,0:15:33.679460,0:15:54.878038,0:16:16.661722,0:16:37.353981,0:16:59.328191,0:17:20.850310,0:17:42.750306,0:18:04.484906
-1213.8208268400829,-1182.4241570857396,-1271.0974004340728,-1495.974382039271,-1663.523514469913,-1806.7975337584287,-1810.069196806453,-1536.813728491407,-1671.9863182385698,-1852.9636729895935,-1833.3594595542513,-1844.6008905819424,-1814.3372334471571,-1851.8557123119926,-1874.6737485626438,-1327.3116495328802,-1805.12829528917,-1743.7356893222818,-656.2751138078985,-132.01670315809562,-1553.3133198998444,-829.005587310919,-1447.4826407032303,-121.89826322503802,-1591.8702800368137,-262.577381441375,-253.1587990389387,-129.969368209694,-600.3116457827665,-1102.0227480711098,-927.393939759076,-1098.4115412442975,-1121.9300950194847,-1164.8735594358468,-711.9975543574595,-385.1859469463845,-238.22933996275063,-504.05395205628764,-246.24492751737847,-128.43083012649,-254.85599230142148,-1.1191532556135828,-132.0961061889177,-241.92892167369092,-118.27893062081665,-348.0751695361364,-2.762166538907949,-0.8464454329741553,-349.60455203240514,-373.0597708268101
0:00:20.887705,0:00:42.536747,0:01:03.716224,0:01:25.647141,0:01:47.542316,0:02:08.564364,0:02:30.465650,0:02:51.299256,0:03:13.001753,0:03:34.419187,0:03:55.780240,0:04:17.742979,0:04:39.068484,0:05:00.618543,0:05:21.334882,0:05:42.947871,0:06:04.648809,0:06:25.572893,0:06:47.425775,0:07:08.171260,0:07:29.750413,0:07:50.558491,0:08:11.785012,0:08:33.499566,0:08:54.426281,0:09:16.643882,0:09:38.336558,0:10:00.399281,0:10:22.740530,0:10:44.155636,0:11:06.507112,0:11:28.207891,0:11:50.304319,0:12:12.727037,0:12:34.242945,0:12:56.389837,0:13:18.480713,0:13:40.424499,0:14:02.880651,0:14:24.495369,0:14:46.184717,0:15:08.220570,0:15:29.145388,0:15:51.070174,0:16:12.198908,0:16:34.181682,0:16:56.399122,0:17:17.484574,0:17:39.486428,0:18:00.645109
-1051.919211580388,-1448.6354721506534,-1371.6848454948058,-1701.1498895234129,-1502.1325852235088,-1224.5939757809226,-1484.8570865512456,-1608.7320198869731,-1498.6564294788072,-1112.9781692209071,-1086.5249134911646,-930.4329016652489,-1498.6438638336574,-1559.0712420253337,-795.7560805606047,-676.7810932470446,-267.518008721353,-529.1109136683117,-138.19252702064594,-140.94051176594974,-704.9624861868684,-973.7029360952863,-699.4614394538768,-634.7647933726906,-3.9210394519420237,-3.4432196126159536,-132.1422936994562,-1457.0584471588788,-531.636076580631,-22.77810991778444,-280.6114071436099,-124.83038519503748,-5.539884511544614,-252.39114481747703,-137.78264295254638,-22.173154433079187,-255.4082040273087,-134.6898047401433,-125.14628072988258,-140.0173312434537,-224.36453355105755,-244.25472194773397,-128.2937475117417,-129.9125685940463,-129.20511786250847,-251.9672066315357,-126.31680986727496,-253.1393841890149,-261.1374133228864,-129.73487034570041
0:00:22.052277,0:00:43.892389,0:01:05.092677,0:01:27.312909,0:01:48.603756,0:02:10.758592,0:02:33.093103,0:02:54.513325,0:03:17.583475,0:03:39.463840,0:04:01.233598,0:04:23.426781,0:04:44.536176,0:05:06.630487,0:05:28.278512,0:05:49.544938,0:06:11.596071,0:06:32.728252,0:06:54.858484,0:07:16.750081,0:07:38.532684,0:08:00.766655,0:08:21.962781,0:08:44.104372,0:09:06.013429,0:09:27.361472,0:09:49.358512,0:10:10.394617,0:10:32.189266,0:10:53.731073,0:11:15.177715,0:11:37.341002,0:11:58.476720,0:12:20.623846,0:12:42.457141,0:13:03.960768,0:13:25.927954,0:13:47.014609,0:14:09.285254,0:14:30.900630,0:14:52.315286,0:15:14.363468,0:15:35.297216,0:15:57.451640,0:16:19.193983,0:16:40.635978,0:17:02.738544,0:17:24.075724,0:17:46.244682,0:18:08.009707
-1057.5766047651616,-1376.8148468619083,-1176.542907466518,-1611.4761911245737,-1560.455668382325,-1496.1889709157124,-1199.832704226759,-1336.6604667281601,-1142.9683407800096,-1558.0456755503171,-1273.2493298960587,-1496.0189208771487,-1563.4545067243996,-1306.112520619238,-1497.722278952584,-1504.2088539162557,-1602.557653484015,-1407.189233953017,-1578.4177688389757,-1658.88727137161,-1575.8678945408785,-1347.079154192687,-1180.6609352502235,-1603.8310588859076,-1672.4567430430607,-1511.4963726004974,-1606.1207987794899,-948.3560659783496,-1130.528021865541,-1190.720642399247,-1575.5802161452523,-1564.810908157256,-1329.6693528655135,-1314.9465954497043,-1542.5195324722285,-1644.2125155636418,-1500.0186186676253,-1584.748290865272,-1586.3622007116178,-1466.6739438626232,-1349.007710182998,-1376.866173495634,-1430.7411049546424,-1574.9199349050268,-1537.9350938655673,-1506.6152257255785,-1380.8044070629126,-1385.5610647829421,-876.4870537982773,-1014.2973043653893
0:00:21.814353,0:00:44.490994,0:01:06.761303,0:01:28.927870,0:01:51.717120,0:02:13.978542,0:02:36.499016,0:02:59.357270,0:03:21.418618,0:03:44.236456,0:04:06.979635,0:04:28.807638,0:04:51.511758,0:05:14.058896,0:05:35.857613,0:05:58.612217,0:06:20.959875,0:06:42.780746,0:07:05.528159,0:07:27.717876,0:07:49.924757,0:08:12.618095,0:08:34.974874,0:08:57.064081,0:09:19.126022,0:09:40.445176,0:10:02.819875,0:10:24.805451,0:10:46.743672,0:11:09.223013,0:11:30.619487,0:11:53.148781,0:12:15.571129,0:12:36.934095,0:12:59.407982,0:13:21.148353,0:13:43.115137,0:14:05.155324,0:14:26.232907,0:14:48.302405,0:15:10.069710,0:15:31.860349,0:15:54.163025,0:16:15.460967,0:16:37.615187,0:16:59.466752,0:17:21.101473,0:17:43.636627,0:18:05.606972,0:18:27.969963
-1540.9309404657286,-1633.6403119751483,-1338.3341563701413,-1614.413279799644,-1775.9790721382783,-1585.2011096513518,-1727.0499468191056,-1821.562536975986,-1700.199433929615,-1698.5701083968734,-1232.5446731616355,-1506.5265865492552,-269.99866695150195,-1079.487725386964,-1034.8326072855668,-278.0460086271049,-398.7420835491514,-399.57572894938136,-1473.0108848672528,-305.7261143676368,-385.64364478790736,-133.2833422128675,-132.3592126765281,-402.2959016809186,-395.0258517852217,-127.1381871504443,-236.09964852396655,-229.50930588631024,-122.10440033666421,-125.46310693003677,-509.8122210481887,-226.7685200517403,-0.7506148670493419,-370.3960673536105,-661.9203772562277,-760.5804229740056,-256.38614631508506,-1.2667450954229347,-129.40956020492962,-135.1090594956561,-241.60179992303364,-0.7738093100891446,-125.05887648644949,-118.10028017129368,-126.21137055526533,-131.34341655190843,-123.95334402544368,-1.5321239987310853,-513.7805864047299,-729.1022260811352
0:00:22.712576,0:00:44.430998,0:01:07.217361,0:01:29.890779,0:01:51.584997,0:02:14.109794,0:02:36.183843,0:02:58.243480,0:03:20.917144,0:03:42.847905,0:04:05.427397,0:04:28.021741,0:04:49.913263,0:05:12.508404,0:05:34.983813,0:05:56.975966,0:06:19.683255,0:06:41.970443,0:07:04.593163,0:07:27.650087,0:07:49.336051,0:08:11.758270,0:08:34.259229,0:08:55.867256,0:09:18.511914,0:09:41.046530,0:10:02.671774,0:10:25.043456,0:10:46.323679,0:11:08.469066,0:11:30.701436,0:11:52.039646,0:12:14.138939,0:12:35.056378,0:12:57.356014,0:13:19.421970,0:13:40.583246,0:14:02.746689,0:14:23.846293,0:14:45.965203,0:15:08.059223,0:15:29.063990,0:15:50.977437,0:16:11.924008,0:16:33.804933,0:16:55.787444,0:17:17.145362,0:17:39.585399,0:18:01.157371,0:18:23.378825
