0:00:19.495169,0:00:38.191805,0:00:58.085505,0:01:17.471412,0:01:39.180905,0:01:57.944079,0:02:17.076510,0:02:36.866108,0:02:55.477431,0:03:17.288662,0:03:36.100072,0:03:54.929089,0:04:14.956294,0:04:33.730939,0:04:55.226812,0:05:13.783364,0:05:32.528671,0:05:52.432895,0:06:10.939902,0:06:32.479911,0:06:51.584170,0:07:10.163026,0:07:29.968697,0:07:48.593189,0:08:09.386343,0:08:28.604216,0:08:47.068772,0:09:06.398948,0:09:25.592843,0:09:46.712066,0:10:06.440793,0:10:25.164027,0:10:44.603430,0:11:05.147247,0:11:32.699837,0:11:53.575088,0:12:14.394806,0:12:33.497366,0:12:53.613333,0:13:14.412327,0:13:33.930870,0:13:53.310029,0:14:12.067734,0:14:31.819386,0:14:52.797940,0:15:12.680553,0:15:31.938782,0:15:50.687686,0:16:10.892116,0:16:31.342660
0:00:20.272773,0:00:39.310975,0:00:58.762538,0:01:18.068583,0:01:38.744402,0:01:58.637581,0:02:17.583894,0:02:37.078820,0:02:56.037637,0:03:16.495371,0:03:36.281281,0:03:54.901249,0:04:14.047117,0:04:33.565671,0:04:54.058607,0:05:14.070829,0:05:32.856070,0:05:52.037424,0:06:11.515496,0:06:32.110979,0:06:51.817136,0:07:10.398975,0:07:29.493193,0:07:49.106363,0:08:09.535799,0:08:29.375133,0:08:48.094295,0:09:06.998322,0:09:26.969812,0:09:47.472586,0:10:07.369434,0:10:26.345626,0:10:45.557262,0:11:05.250334,0:11:25.955285,0:11:46.285227,0:12:05.548608,0:12:25.306281,0:12:44.726657,0:13:05.320172,0:13:25.407922,0:13:44.479084,0:14:04.261522,0:14:23.604193,0:14:44.494433,0:15:04.121859,0:15:22.778140,0:15:42.498311,0:16:01.805947,0:16:23.183384
-1539.1705701646615,-1498.0087596517487,-1591.5167113807418,-1383.5419194301248,-1663.5160073437708,-1362.1707544087544,-1532.9699348948745,-1485.707957536246,-1377.7374234910967,-1491.8065287856296,-1441.017345534815,-1502.2605201265628,-1497.0675189146348,-1518.5359456802532,-1535.6056482442946,-1533.9903353710217,-1649.9942950674226,-1559.5277325477402,-1187.2928564850329,-1611.2019758972515,-638.4562915920964,-141.16028655992594,-515.8890993032168,-386.9228620688203,-129.73882494078265,-237.14947875831552,-255.10651432479062,-126.43856624309576,-135.61629433299237,-265.3840973739531,-227.6010048137331,-237.588690344357,-125.50158517565283,-119.5704414025209,-0.40164311732975283,-127.43334015643268,-117.43604154354448,-127.81991013730347,-116.8601620801987,-244.70737086420175,-249.59255088407454,-0.9877110865314345,-129.19829243730672,-0.6200342186400424,-129.72862329790146,-128.33038290714396,-126.12049390534563,-124.81177197646362,-421.24462837144125,-126.38841997158468
0:00:19.510007,0:00:38.378650,0:00:58.444771,0:01:17.656344,0:01:39.132711,0:01:58.413706,0:02:17.322345,0:02:37.132100,0:02:55.807884,0:03:17.089283,0:03:36.272083,0:03:55.301835,0:04:15.429927,0:04:34.032472,0:04:55.821603,0:05:14.725426,0:05:33.440407,0:05:53.454090,0:06:12.129835,0:06:33.418605,0:06:52.553227,0:07:11.259323,0:07:31.213019,0:07:50.049341,0:08:11.567368,0:08:30.716658,0:08:49.433825,0:09:09.378222,0:09:28.285922,0:09:50.254485,0:10:10.201400,0:10:30.348150,0:10:50.062605,0:11:08.878220,0:11:30.870342,0:11:49.836844,0:12:09.042467,0:12:28.613860,0:12:47.320110,0:13:09.111154,0:13:27.956829,0:13:47.224037,0:14:06.862975,0:14:25.957789,0:14:47.957341,0:15:06.817880,0:15:26.313444,0:15:46.099793,0:16:05.243421,0:16:27.239296
-1198.218627116023,-1285.6962878696013,-1085.5730166319838,-894.1157510204587,-1675.232848947568,-1305.3878437022493,-1305.6766233077688,-1523.999312750027,-1381.7902800482445,-1146.9345237422588,-1155.2102377687656,-981.6963975918437,-1092.9273136616996,-835.032083575002,-786.6745832213654,-644.623705835632,-255.72028971858103,-0.46703068279058235,-122.59336501432685,-130.7086374281411,-127.64551476703456,-123.17260166473504,-2.83339958788412,-231.17847419985458,-2.1575666888953138,-123.19766483438751,-121.94503047535552,-234.9883282186592,-129.5353855174616,-246.21947629067557,-240.72288882374616,-123.0339425491569,-128.00903658475607,-251.36427761367153,-126.32547829966337,-126.2076710314931,-127.1788173318385,-119.33200355810318,-229.2824381955559,-120.07834036239102,-122.17029824044226,-253.22672663331048,-127.24133939814219,-2.1261248899266327,-126.12158008607824,-242.86115053717035,-242.85435911931515,-340.71860638616346,-239.87204491756907,-121.81011810791472
0:00:18.994633,0:00:38.990440,0:00:57.865436,0:01:16.824606,0:01:38.831926,0:01:57.775838,0:02:17.658081,0:02:36.559623,0:02:55.426746,0:03:17.119087,0:03:36.164308,0:03:56.071017,0:04:14.815921,0:04:34.810818,0:04:56.294846,0:05:15.214691,0:05:35.319638,0:05:54.194515,0:06:13.217728,0:06:34.741172,0:06:53.448272,0:07:13.407715,0:07:32.181356,0:07:51.634377,0:08:12.986869,0:08:31.815600,0:08:51.860111,0:09:10.798501,0:09:30.110061,0:09:51.476079,0:10:10.248792,0:10:29.980506,0:10:48.590849,0:11:07.627915,0:11:29.017140,0:11:47.995219,0:12:07.996604,0:12:26.978540,0:12:46.529952,0:13:07.820335,0:13:26.661373,0:13:46.781574,0:14:05.589279,0:14:24.991392,0:14:46.201543,0:15:05.411329,0:15:25.574612,0:15:44.417496,0:16:03.884954,0:16:24.808509
-1677.5852071244299,-1572.3334741735268,-1542.4458577101423,-1539.563000265536,-1565.188805492237,-1293.8920029929734,-944.908007464894,-1662.922152672891,-1596.9147295038001,-1252.2923209106136,-1600.6731663904857,-1622.2693103642835,-1082.5606407811897,-923.4388424035255,-1525.3818374677112,-947.1263021355292,-1524.972481541149,-1545.5342414463305,-1526.6659279184012,-1579.6107199131332,-1620.0059324693452,-1543.1214439070943,-1454.6072014364406,-1576.7252079478449,-1511.9894622908193,-1348.2513750224996,-1572.8817279190102,-1276.1008242474402,-1043.2204255240842,-1655.923240707315,-1320.760884391524,-1042.5734259621167,-1532.4482217925697,-1510.4201444277026,-1518.987338719592,-1359.040468642004,-1574.3797494974153,-1568.167876312063,-1531.3237939284634,-829.9577355160532,-1550.1677594024143,-1520.6339034423145,-1591.1053362569273,-1639.0448039082166,-1120.7779656819332,-1589.229123047676,-1560.2609624423021,-898.4904365750322,-1573.1987659312633,-1286.208527001221
0:00:19.498521,0:00:39.452477,0:00:58.479544,0:01:18.677621,0:01:39.280305,0:01:58.726829,0:02:17.907926,0:02:36.468929,0:02:56.274789,0:03:16.892394,0:03:36.112067,0:03:55.544518,0:04:14.449286,0:04:34.054988,0:04:55.756896,0:05:18.811567,0:05:41.929715,0:06:02.195838,0:06:21.294934,0:06:43.354895,0:07:02.359431,0:07:21.869536,0:07:41.269170,0:08:00.205775,0:08:22.193160,0:08:41.123286,0:09:01.017734,0:09:20.124233,0:09:39.101869,0:10:00.962600,0:10:19.713368,0:10:39.552208,0:10:58.662329,0:11:17.567561,0:11:39.199961,0:11:58.140408,0:12:18.022160,0:12:36.930085,0:12:55.749581,0:13:17.597127,0:13:36.467715,0:13:56.319403,0:14:15.246018,0:14:34.165436,0:14:56.113224,0:15:15.085035,0:15:34.993319,0:15:53.733171,0:16:12.636238,0:16:34.257331
-1441.6929763085564,-1315.8330715012487,-1375.452048834471,-1349.4034903970733,-1128.4111845864177,-1583.5502689595653,-1778.8689214069655,-1799.631630356129,-1604.357635349022,-1744.2225267270182,-1504.5756112756667,-1512.9311210827927,-1457.8281868554218,-1465.4785850387304,-953.3162960641444,-1321.8385546227842,-930.4717194149292,-251.16814861005557,-1.6728246529691229,-436.84947743976596,-2.840759505578837,-128.67442758605927,-127.5667225276278,-255.66492963005578,-129.52794820591376,-505.15426133911404,-126.29694519634018,-366.52447558328697,-239.1903406126341,-120.34467042656213,-121.75118241929593,-122.50694011638117,-119.6500817975884,-252.54765939745803,-253.66592905718448,-234.1082561944956,-240.3005259557461,-124.38733425434236,-307.0304594822555,-121.23151058722708,-116.76900307296087,-1.0557428016820831,-0.4681543465355252,-125.81201375597556,-124.71558564884928,-122.09781295277698,-121.03423952095297,-248.76934546153325,-0.8045424964792317,-322.03938673505763
0:00:18.799369,0:00:38.776578,0:00:57.427934,0:01:16.095080,0:01:37.873262,0:01:56.641666,0:02:16.500361,0:02:35.156670,0:02:53.873556,0:03:15.791747,0:03:34.817523,0:03:54.629277,0:04:13.319890,0:04:31.911688,0:04:53.487031,0:05:12.115801,0:05:31.523497,0:05:50.506958,0:06:09.151957,0:06:30.663102,0:06:49.238065,0:07:08.181200,0:07:27.600539,0:07:46.348227,0:08:07.827850,0:08:26.563048,0:08:45.499845,0:09:05.419038,0:09:24.445511,0:09:46.438577,0:10:05.247546,0:10:24.292024,0:10:43.909667,0:11:02.707447,0:11:24.183422,0:11:42.801819,0:12:01.500443,0:12:21.294698,0:12:39.972779,0:13:01.585298,0:13:20.649536,0:13:40.211170,0:14:00.375706,0:14:20.111220,0:14:42.449901,0:15:01.493734,0:15:21.663534,0:15:40.830186,0:15:59.939424,0:16:22.172465
-1406.6877041663877,-1365.0856250274876,-1557.6393464510006,-1561.7736146279672,-1065.8675129363733,-1765.932615968274,-1797.3052859542693,-1476.3967758127112,-1565.527538813813,-1516.7099879588518,-1365.501453824278,-1397.3137898864259,-1500.6479640684374,-1112.0151190289826,-967.4127150647131,-1030.1982556553085,-1007.3868837718234,-760.8021851585546,-642.8761543657026,-645.0450244279265,-406.75633324424615,-268.6209583793017,-363.0297406329755,-128.56751785535118,-117.06292564005852,-243.31417373041373,-117.3616798409275,-240.34228363921724,-5.069744476476967,-126.74529698760257,-247.72992843884694,-127.74404762190257,-126.15384571161627,-255.28622072873995,-233.48283010351724,-128.4250225404457,-119.79019152680205,-237.62059127038336,-125.63875128364752,-126.01745133292981,-240.36873753949786,-120.20613185700698,-255.76887610359015,-236.04635736602728,-134.43733044817486,-233.96092523054995,-119.10431719561814,-368.10021363505814,-506.1298507444741,-119.79915218030126
