0:00:21.426090,0:00:41.866752,0:01:03.180558,0:01:23.536724,0:01:44.064596,0:02:03.287463,0:02:23.774580,0:02:43.388066,0:03:02.322679,0:03:21.971789,0:03:40.211391,0:03:59.468127,0:04:18.653202,0:04:36.816758,0:04:56.550584,0:05:15.040196,0:05:33.197202,0:05:52.579994,0:06:11.398838,0:06:30.248665,0:06:49.708374,0:07:08.418953,0:07:27.932309,0:07:46.528472,0:08:05.300392,0:08:24.891199,0:08:43.364499,0:09:02.319160,0:09:21.437345,0:09:40.128458,0:09:59.060929,0:10:17.991086,0:10:36.697144,0:10:56.624131,0:11:15.080576,0:11:33.952791,0:11:53.487141,0:12:12.388839,0:12:32.043507,0:12:50.984980,0:13:10.071723,0:13:29.965027,0:13:48.656597,0:14:08.336019,0:14:27.201521,0:14:45.593282,0:15:05.096101,0:15:23.786566,0:15:41.898363,0:16:01.562489
-1145.8480888308434,-1565.7840670135167,-1558.5464026122581,-1485.7587307063964,-1558.0839284797858,-1487.1324521558806,-1495.6828198325154,-1305.5924436248292,-1268.1610075377098,-658.7886847479581,-1552.9841116872217,-402.77234395787144,-674.3380886932243,-778.3866281743277,-396.8855945776008,-392.89469901770514,-394.9452200747068,-385.51159264971415,-267.54314431955834,-494.9905692812556,-8.948309272047055,-318.18514893593976,-358.77185751558176,-3.007201828025458,-375.9238328605632,-127.74009372766147,-768.7793148333353,-913.1335154370145,-252.49692125691166,-128.00649767695606,-249.67375595135204,-395.25066584725994,-135.88361604978292,-253.2547527017911,-374.50391293875646,-140.34917717170597,-128.0703431310006,-642.7281446699777,-124.8781591305761,-250.45176977379293,-130.98834890884604,-129.45781402378282,-338.5391845727398,-241.68287646883297,-126.19401854195233,-260.83111390801304,-129.05118509920902,-254.73739500931427,-256.21921818995935,-136.4259217641196
0:00:18.589626,0:00:37.503297,0:00:56.425676,0:01:14.840162,0:01:34.416623,0:01:53.254404,0:02:11.775755,0:02:31.040246,0:02:49.600703,0:03:08.470928,0:03:27.843457,0:03:46.281432,0:04:05.263401,0:04:24.106874,0:04:42.747342,0:05:02.356936,0:05:20.809257,0:05:39.181596,0:05:58.783735,0:06:17.339327,0:06:36.617178,0:06:55.804792,0:07:14.418772,0:07:33.989915,0:07:52.781048,0:08:11.084939,0:08:30.880030,0:08:49.150060,0:09:08.566404,0:09:27.745046,0:09:46.297035,0:10:06.431318,0:10:24.882299,0:10:43.851597,0:11:03.567305,0:11:22.483894,0:11:42.107209,0:12:00.637706,0:12:19.382738,0:12:39.647690,0:12:58.524631,0:13:18.131107,0:13:36.856366,0:13:55.530121,0:14:15.323658,0:14:34.234852,0:14:53.549985,0:15:12.870174,0:15:31.524548,0:15:51.681258
-1760.0227422700093,-1867.4321375442582,-1243.0769717002263,-1056.2213453249935,-1637.3624117598497,-1268.4103261365374,-1480.879027631448,-1625.3539996506104,-1535.2780278945788,-1136.4943358756182,-949.7164943136453,-696.1928908670355,-637.0795725143603,-1113.3787576810876,-1339.6420824103288,-1234.8720006979815,-505.3467564625588,-400.08258903134583,-127.46223985413425,-127.14426192650734,-252.23464585815444,-255.7979189797154,-0.7653101270188726,-235.90765713294778,-127.952347190029,-125.07494110480229,-122.95413265215402,-124.87405868917175,-1.8815766053926282,-1.6590401646860133,-120.36024640643501,-124.36555788485033,-1.2530420841611767,-120.06656884111787,-116.40698281513829,-127.50895323829832,-309.63793083990544,-248.1753195146559,-120.17837985147902,-249.36516470172427,-237.0400717470008,-467.21925085613003,-478.42154379167107,-5.4068843278763685,-132.9841353213795,-251.9606207469826,-246.22228764631618,-129.92775443048114,-353.6771912227628,-241.6448464146382
0:00:18.786486,0:00:38.301335,0:00:57.920550,0:01:16.744149,0:01:36.891271,0:01:55.625501,0:02:16.045560,0:02:35.738976,0:02:54.786786,0:03:14.631094,0:03:33.657737,0:03:53.795255,0:04:13.530823,0:04:33.525279,0:04:53.665773,0:05:13.233298,0:05:33.882255,0:05:53.235449,0:06:13.642979,0:06:32.847859,0:06:53.083574,0:07:12.118906,0:07:31.063120,0:07:50.879434,0:08:09.434898,0:08:29.285441,0:08:48.631308,0:09:07.831678,0:09:28.187786,0:09:47.328446,0:10:07.331627,0:10:26.616355,0:10:45.709139,0:11:05.864972,0:11:24.861815,0:11:45.007111,0:12:04.094965,0:12:23.394910,0:12:43.149181,0:13:02.224252,0:13:21.524214,0:13:40.369147,0:13:59.035713,0:14:19.373559,0:14:39.017470,0:15:00.157631,0:15:19.901800,0:15:40.597075,0:16:00.065269,0:16:19.795565
-1592.2642687623136,-1529.060264495477,-1677.8276780115266,-951.6207359347753,-975.5750636319741,-1607.4054665728195,-1795.9876853472795,-1706.0756099043078,-1587.0989050188223,-1712.7923781142995,-1474.952783877725,-1160.1977571370533,-1189.3803840858147,-1199.243506175167,-824.1617225455703,-502.0028498611204,-1502.4632850952555,-1158.5825228102178,-776.8920154310189,-384.54020738233805,-258.61265524523753,-126.57635269290121,-619.7524876358984,-1530.932174475989,-4.286375086178727,-127.66037856468422,-1491.2317125831485,-124.93750705988154,-362.92786676337727,-123.35543719037024,-113.6315109068169,-124.34674465055853,-117.95067821421362,-127.76731433827804,-129.41608835940457,-116.9131747987143,-128.33119614303476,-323.0842092907368,-126.27519486528149,-116.72832752051758,-118.48040441859598,-241.53960936403047,-120.57713375431439,-0.9043912266056743,-359.3169183711745,-115.72260723830789,-114.06040409794642,-125.41408425716419,-895.6494516312055,-121.58320062315484
0:00:19.997225,0:00:39.012087,0:00:58.898348,0:01:17.726996,0:01:37.413761,0:01:56.526042,0:02:15.257731,0:02:34.774539,0:02:53.135438,0:03:11.999560,0:03:31.566604,0:03:50.544962,0:04:10.574290,0:04:29.646012,0:04:48.878140,0:05:09.068231,0:05:28.084757,0:05:48.237778,0:06:07.353188,0:06:26.901231,0:06:46.142691,0:07:04.882564,0:07:25.033420,0:07:43.970076,0:08:03.335996,0:08:22.851695,0:08:41.872573,0:09:01.595231,0:09:20.468960,0:09:40.055757,0:09:59.555284,0:10:18.451353,0:10:38.449078,0:10:56.807322,0:11:15.754351,0:11:35.282705,0:11:54.019443,0:12:14.290001,0:12:33.930415,0:12:53.397892,0:13:13.022750,0:13:31.901032,0:13:51.966696,0:14:10.787686,0:14:29.793487,0:14:49.260639,0:15:07.647903,0:15:26.987291,0:15:45.654661,0:16:04.212134
-1021.8311631945123,-1653.6298842757128,-1738.8261452465838,-1757.8444619883826,-1466.6816140206395,-1505.0004679029694,-1502.0320282166495,-1471.9796382248117,-1482.0522666108848,-1504.4784288905792,-1275.5227831565926,-1088.0266206618735,-428.96714032669587,-779.7952832172724,-1502.8541044801175,-534.4023031540589,-396.5366761969019,-120.77271544178463,-682.0337818782555,-129.67401849879766,-1532.1622793624263,-1180.279314945817,-243.67847362479554,-234.45932114759023,-336.8529994791991,-236.91226720856338,-2.0402888124476943,-122.89439940258237,-235.55101073781086,-123.33756786060145,-249.08307049821948,-126.88960310866612,-252.3556956381491,-375.28836639595545,-133.41322145677034,-132.14489519259166,-248.51234239875913,-250.0575890865789,-246.01110466247684,-246.57039603156522,-244.3212688895291,-370.7916764340526,-128.39714195721584,-130.54206106373462,-3.2171450247612716,-127.55363632088266,-122.27258228206817,-119.0609792766062,-3.2993613431463857,-124.68637644465716
0:00:20.410142,0:00:39.150580,0:00:58.853075,0:01:18.451883,0:01:38.261555,0:01:58.126579,0:02:16.436883,0:02:35.788777,0:02:54.283645,0:03:13.238584,0:03:32.887446,0:03:51.608341,0:04:11.206461,0:04:30.379433,0:04:48.899072,0:05:08.103051,0:05:26.945236,0:05:45.233073,0:06:04.811831,0:06:23.310661,0:06:42.591240,0:07:01.679501,0:07:20.161434,0:07:39.599400,0:07:58.558930,0:08:17.253706,0:08:36.744611,0:08:55.105616,0:09:13.768046,0:09:33.154236,0:09:51.937704,0:10:11.370511,0:10:30.105626,0:10:48.566584,0:11:08.492440,0:11:27.108066,0:11:46.351333,0:12:05.517982,0:12:24.065866,0:12:43.367388,0:13:02.194635,0:13:20.866712,0:13:40.929206,0:13:59.526176,0:14:18.775002,0:14:38.587137,0:14:57.420517,0:15:18.192583,0:15:37.725235,0:15:57.835829
-1880.002888306479,-1573.167430243803,-1292.174040930275,-1523.4130978430983,-1191.8618624863593,-1682.0917834370841,-1650.3021658832783,-1577.0286704475552,-1538.0169505391314,-1187.8135981211908,-1297.1285658249717,-1551.9513348702092,-1152.3505488265164,-1566.3821885202515,-1328.3196084396639,-1474.0617256150008,-1410.6768693533527,-1143.2864801890455,-641.796992067433,-1590.992190662345,-1579.5025317456568,-1591.016908112285,-912.8466009950388,-913.857549840673,-908.1077846574557,-870.6300199569602,-497.58467590705504,-267.15499423489973,-819.3404450428504,-141.17139173875285,-862.2529178888518,-356.9694914780422,-386.3303729541264,-237.70495545549474,-246.16160624137885,-121.66045696722642,-134.0096162534609,-257.3347305435565,-123.07324414757773,-126.28285653094729,-547.2804797009518,-258.5815145814614,-125.74984383371877,-131.834470716051,-132.3234431120205,-247.32867000707301,-261.15547676811144,-122.44064404413601,-122.10222768644485,-494.0340555232836
0:00:19.073942,0:00:38.690375,0:00:58.028120,0:01:16.878152,0:01:36.944367,0:01:56.003287,0:02:15.424109,0:02:34.765821,0:02:53.700792,0:03:13.831479,0:03:32.929633,0:03:52.685842,0:04:12.729197,0:04:32.634045,0:04:52.876871,0:05:12.346679,0:05:33.088204,0:05:52.194289,0:06:12.601495,0:06:31.697156,0:06:50.963106,0:07:10.838686,0:07:29.775731,0:07:49.913602,0:08:08.728597,0:08:28.323392,0:08:47.674562,0:09:06.446334,0:09:26.875759,0:09:45.666235,0:10:04.852267,0:10:24.374411,0:10:43.465689,0:11:03.749662,0:11:23.134827,0:11:43.363112,0:12:02.732735,0:12:21.904042,0:12:42.175228,0:13:01.198982,0:13:21.120369,0:13:40.023489,0:13:58.935328,0:14:18.507434,0:14:36.891754,0:14:56.633926,0:15:15.973922,0:15:34.726319,0:15:54.470482,0:16:13.109805
